"applno","submissiontype","submissionno","submissionpropertytypecode","submissionpropertytypeid","tecode"
18478,"SUPPL",8,"Null",0,
18478,"SUPPL",9,"Null",0,
18478,"SUPPL",11,"Null",0,
18478,"SUPPL",12,"Null",0,
18478,"SUPPL",14,"Null",0,
18478,"SUPPL",15,"Null",0,
18478,"SUPPL",16,"Null",0,
18478,"SUPPL",17,"Null",0,
18478,"SUPPL",18,"Null",0,
18478,"SUPPL",19,"Null",0,
18479,"ORIG",1,"Null",0,
18479,"SUPPL",1,"Null",0,
18479,"SUPPL",2,"Null",0,
18479,"SUPPL",4,"Null",0,
18479,"SUPPL",5,"Null",0,
18479,"SUPPL",6,"Null",0,
18479,"SUPPL",7,"Null",0,
18479,"SUPPL",8,"Null",0,
18479,"SUPPL",9,"Null",0,
18479,"SUPPL",10,"Null",0,
18479,"SUPPL",11,"Null",0,
18479,"SUPPL",12,"Null",0,
18479,"SUPPL",14,"Null",0,
18479,"SUPPL",15,"Null",0,
18479,"SUPPL",17,"Null",0,
18479,"SUPPL",18,"Null",0,
18479,"SUPPL",19,"Null",0,
18479,"SUPPL",20,"Null",0,
18479,"SUPPL",21,"Null",0,
18479,"SUPPL",22,"Null",0,
18482,"SUPPL",1,"Null",0,
18482,"SUPPL",3,"Null",0,
18482,"SUPPL",4,"Null",0,
18482,"SUPPL",5,"Null",0,
18482,"SUPPL",7,"Null",0,
18482,"SUPPL",9,"Null",0,
18482,"SUPPL",11,"Null",0,
18482,"SUPPL",13,"Null",0,
18482,"SUPPL",18,"Null",0,
18482,"SUPPL",22,"Null",0,
18482,"SUPPL",24,"Null",0,
18482,"SUPPL",26,"Null",0,
18482,"SUPPL",27,"Null",0,
18482,"SUPPL",28,"Null",0,
18482,"SUPPL",29,"Null",0,
18482,"SUPPL",30,"Null",0,
18482,"SUPPL",31,"Null",0,
18482,"SUPPL",32,"Null",0,
18482,"SUPPL",33,"Null",0,
18482,"SUPPL",34,"Null",0,
18482,"SUPPL",37,"Null",0,
18482,"SUPPL",38,"Null",0,
18482,"SUPPL",39,"Null",0,
18482,"SUPPL",44,"Null",0,
18482,"SUPPL",49,"Null",6,
18482,"SUPPL",49,"Null",7,
18482,"SUPPL",49,"Null",15,
18482,"SUPPL",51,"Null",6,
18482,"SUPPL",51,"Null",7,
18482,"SUPPL",51,"Null",15,
18482,"SUPPL",52,"Null",6,
18482,"SUPPL",52,"Null",7,
18482,"SUPPL",52,"Null",15,
18482,"SUPPL",52,"Null",31,
18484,"SUPPL",2,"Null",0,
18484,"SUPPL",3,"Null",0,
18484,"SUPPL",4,"Null",0,
18484,"SUPPL",7,"Null",0,
18484,"SUPPL",8,"Null",0,
18484,"SUPPL",9,"Null",0,
18484,"SUPPL",10,"Null",0,
18484,"SUPPL",14,"Null",0,
18484,"SUPPL",15,"Null",0,
18484,"SUPPL",16,"Null",0,
18484,"SUPPL",17,"Null",0,
18484,"SUPPL",26,"Null",0,
18485,"SUPPL",2,"Null",0,
18485,"SUPPL",3,"Null",0,
18485,"SUPPL",4,"Null",0,
18485,"SUPPL",5,"Null",0,
18485,"SUPPL",6,"Null",0,
18485,"SUPPL",8,"Null",0,
18485,"SUPPL",10,"Null",0,
18487,"SUPPL",7,"Null",0,
18487,"SUPPL",14,"Null",0,
18487,"SUPPL",15,"Null",0,
18487,"SUPPL",16,"Null",0,
18487,"SUPPL",17,"Null",0,
18487,"SUPPL",25,"Null",0,
18487,"SUPPL",28,"Null",0,
18487,"SUPPL",29,"Null",0,
18487,"SUPPL",30,"Null",0,
18487,"SUPPL",31,"Null",0,
18487,"SUPPL",32,"Null",0,
18487,"SUPPL",40,"Null",0,
18487,"SUPPL",43,"Null",6,
18487,"SUPPL",43,"Null",7,
18487,"SUPPL",43,"Null",15,
18487,"SUPPL",43,"Null",31,
18489,"ORIG",1,"Null",0,
18489,"SUPPL",52,"Null",0,
18494,"SUPPL",1,"Null",0,
18494,"SUPPL",3,"Null",0,
18494,"SUPPL",5,"Null",0,
18494,"SUPPL",9,"Null",0,
18494,"SUPPL",10,"Null",0,
18494,"SUPPL",11,"Null",0,
18494,"SUPPL",12,"Null",0,
18494,"SUPPL",13,"Null",0,
18494,"SUPPL",14,"Null",0,
18494,"SUPPL",15,"Null",0,
18494,"SUPPL",25,"Null",0,
18494,"SUPPL",26,"Null",0,
18494,"SUPPL",27,"Null",0,
18495,"SUPPL",1,"Null",0,
18495,"SUPPL",3,"Null",0,
18495,"SUPPL",5,"Null",0,
18495,"SUPPL",8,"Null",0,
18495,"SUPPL",9,"Null",0,
18495,"SUPPL",10,"Null",0,
18495,"SUPPL",11,"Null",0,
18495,"SUPPL",12,"Null",0,
18495,"SUPPL",13,"Null",0,
18495,"SUPPL",14,"Null",0,
18495,"SUPPL",21,"Null",15,
18495,"SUPPL",23,"Null",0,
18495,"SUPPL",24,"Null",0,
18498,"ORIG",1,"Null",0,
18498,"SUPPL",1,"Null",0,
18498,"SUPPL",2,"Null",0,
18498,"SUPPL",3,"Null",0,
18498,"SUPPL",5,"Null",0,
18498,"SUPPL",6,"Null",0,
18498,"SUPPL",7,"Null",0,
18498,"SUPPL",8,"Null",0,
18498,"SUPPL",9,"Null",0,
18498,"SUPPL",10,"Null",0,
18498,"SUPPL",11,"Null",0,
18506,"ORIG",1,"Null",0,
18506,"SUPPL",1,"Null",0,
18506,"SUPPL",2,"Null",0,
18506,"SUPPL",3,"Null",0,
18506,"SUPPL",4,"Null",0,
18506,"SUPPL",5,"Null",0,
18506,"SUPPL",7,"Null",0,
18506,"SUPPL",8,"Null",0,
18506,"SUPPL",9,"Null",0,
18506,"SUPPL",10,"Null",0,
18506,"SUPPL",11,"Null",0,
18506,"SUPPL",12,"Null",0,
18506,"SUPPL",14,"Null",0,
18506,"SUPPL",15,"Null",0,
18506,"SUPPL",16,"Null",0,
18506,"SUPPL",18,"Null",0,
18506,"SUPPL",19,"Null",0,
18506,"SUPPL",21,"Null",0,
18506,"SUPPL",22,"Null",0,
18506,"SUPPL",24,"Null",0,
18506,"SUPPL",25,"Null",0,
18508,"SUPPL",2,"Null",0,
18508,"SUPPL",4,"Null",0,
18508,"SUPPL",7,"Null",0,
18508,"SUPPL",8,"Null",0,
18508,"SUPPL",9,"Null",0,
18508,"SUPPL",10,"Null",0,
18508,"SUPPL",11,"Null",0,
18508,"SUPPL",12,"Null",0,
18508,"SUPPL",13,"Null",0,
18508,"SUPPL",19,"Null",15,
18508,"SUPPL",21,"Null",0,
18508,"SUPPL",22,"Null",0,
18509,"SUPPL",1,"Null",0,
18509,"SUPPL",4,"Null",0,
18511,"SUPPL",2,"Null",0,
18511,"SUPPL",3,"Null",0,
18511,"SUPPL",7,"Null",0,
18511,"SUPPL",19,"Null",6,
18511,"SUPPL",19,"Null",7,
18511,"SUPPL",19,"Null",15,
18511,"SUPPL",24,"Null",0,
18511,"SUPPL",25,"Null",0,
18511,"SUPPL",26,"Null",0,
18511,"SUPPL",28,"Null",6,
18511,"SUPPL",28,"Null",7,
18511,"SUPPL",28,"Null",15,
18511,"SUPPL",28,"Null",23,
18511,"SUPPL",28,"Null",31,
18512,"SUPPL",2,"Null",0,
18512,"SUPPL",4,"Null",0,
18512,"SUPPL",6,"Null",0,
18513,"ORIG",1,"Orphan",5,
18513,"SUPPL",1,"Null",14,
18513,"SUPPL",2,"Null",14,
18513,"SUPPL",4,"Null",14,
18513,"SUPPL",5,"Null",14,
18513,"SUPPL",6,"Null",14,
18513,"SUPPL",12,"Null",6,
18513,"SUPPL",12,"Null",7,
18514,"SUPPL",1,"Null",0,
18514,"SUPPL",4,"Null",0,
18514,"SUPPL",5,"Null",0,
18514,"SUPPL",6,"Null",0,
18514,"SUPPL",7,"Null",0,
18514,"SUPPL",8,"Null",0,
18514,"SUPPL",9,"Null",0,
18514,"SUPPL",11,"Null",0,
18514,"SUPPL",12,"Null",0,
18514,"SUPPL",13,"Null",6,
18514,"SUPPL",13,"Null",7,
18514,"SUPPL",13,"Null",15,
18514,"SUPPL",13,"Null",31,
18517,"SUPPL",6,"Null",0,
18517,"SUPPL",7,"Null",0,
18517,"SUPPL",8,"Null",0,
18517,"SUPPL",9,"Null",0,
18517,"SUPPL",12,"Null",0,
18517,"SUPPL",13,"Null",0,
18517,"SUPPL",14,"Null",0,
18517,"SUPPL",18,"Null",0,
18517,"SUPPL",19,"Null",0,
18517,"SUPPL",20,"Null",0,
18517,"SUPPL",21,"Null",0,
18517,"SUPPL",27,"Null",0,
18517,"SUPPL",28,"Null",0,
18517,"SUPPL",29,"Null",0,
18517,"SUPPL",30,"Null",0,
18517,"SUPPL",31,"Null",0,
18517,"SUPPL",32,"Null",0,
18517,"SUPPL",34,"Null",0,
18519,"ORIG",1,"Null",0,
18519,"SUPPL",2,"Null",0,
18519,"SUPPL",4,"Null",0,
18519,"SUPPL",6,"Null",0,
18519,"SUPPL",7,"Null",0,
18519,"SUPPL",8,"Null",0,
18519,"SUPPL",9,"Null",0,
18519,"SUPPL",10,"Null",0,
18519,"SUPPL",11,"Null",0,
18519,"SUPPL",12,"Null",0,
18519,"SUPPL",14,"Null",0,
18519,"SUPPL",15,"Null",0,
18520,"SUPPL",1,"Null",0,
18520,"SUPPL",2,"Null",0,
18520,"SUPPL",4,"Null",0,
18520,"SUPPL",6,"Null",0,
18520,"SUPPL",7,"Null",0,
18520,"SUPPL",9,"Null",0,
18520,"SUPPL",10,"Null",0,
18520,"SUPPL",15,"Null",0,
18520,"SUPPL",16,"Null",0,
18520,"SUPPL",24,"Null",0,
18521,"ORIG",1,"Null",0,
18521,"SUPPL",1,"Null",0,
18521,"SUPPL",2,"Null",0,
18521,"SUPPL",3,"Null",0,
18521,"SUPPL",4,"Null",0,
18521,"SUPPL",5,"Null",0,
18521,"SUPPL",6,"Null",0,
18521,"SUPPL",7,"Null",0,
18521,"SUPPL",10,"Null",0,
18521,"SUPPL",11,"Null",0,
18521,"SUPPL",12,"Null",0,
18521,"SUPPL",13,"Null",0,
18521,"SUPPL",14,"Null",0,
18521,"SUPPL",15,"Null",0,
18521,"SUPPL",16,"Null",0,
18521,"SUPPL",17,"Null",0,
18521,"SUPPL",18,"Null",0,
18521,"SUPPL",19,"Null",0,
18521,"SUPPL",20,"Null",0,
18521,"SUPPL",21,"Null",0,
18521,"SUPPL",23,"Null",0,
18521,"SUPPL",24,"Null",0,
18521,"SUPPL",25,"Null",0,
18521,"SUPPL",26,"Null",0,
18521,"SUPPL",29,"Null",0,
18521,"SUPPL",31,"Null",0,
18521,"SUPPL",32,"Null",0,
18523,"SUPPL",2,"Null",0,
18523,"SUPPL",4,"Null",0,
18523,"SUPPL",7,"Null",0,
18523,"SUPPL",8,"Null",0,
18523,"SUPPL",9,"Null",0,
18523,"SUPPL",10,"Null",0,
18523,"SUPPL",11,"Null",0,
18523,"SUPPL",12,"Null",0,
18523,"SUPPL",13,"Null",0,
18523,"SUPPL",20,"Null",15,
18523,"SUPPL",22,"Null",0,
18531,"ORIG",1,"Null",0,
18531,"SUPPL",4,"Null",0,
18531,"SUPPL",5,"Null",0,
18531,"SUPPL",6,"Null",0,
18531,"SUPPL",7,"Null",0,
18531,"SUPPL",8,"Null",0,
18531,"SUPPL",9,"Null",0,
18531,"SUPPL",10,"Null",0,
18531,"SUPPL",11,"Null",0,
18531,"SUPPL",12,"Null",0,
18531,"SUPPL",13,"Null",0,
18533,"ORIG",1,"Null",0,
18533,"SUPPL",1,"Null",0,
18533,"SUPPL",2,"Null",0,
18533,"SUPPL",3,"Null",0,
18533,"SUPPL",4,"Null",0,
18533,"SUPPL",6,"Null",0,
18533,"SUPPL",7,"Null",0,
18533,"SUPPL",8,"Null",0,
18533,"SUPPL",9,"Null",0,
18533,"SUPPL",10,"Null",0,
18533,"SUPPL",11,"Null",0,
18533,"SUPPL",12,"Null",0,
18533,"SUPPL",13,"Null",0,
18533,"SUPPL",14,"Null",0,
18533,"SUPPL",15,"Null",0,
18533,"SUPPL",16,"Null",0,
18533,"SUPPL",17,"Null",0,
18533,"SUPPL",18,"Null",0,
18533,"SUPPL",19,"Null",0,
18533,"SUPPL",20,"Null",0,
18533,"SUPPL",21,"Null",0,
18533,"SUPPL",22,"Null",0,
18533,"SUPPL",23,"Null",0,
18533,"SUPPL",24,"Null",0,
18533,"SUPPL",25,"Null",0,
18533,"SUPPL",26,"Null",0,
18533,"SUPPL",28,"Null",0,
18533,"SUPPL",29,"Null",0,
18533,"SUPPL",30,"Null",0,
18533,"SUPPL",31,"Null",0,
18533,"SUPPL",32,"Null",0,
18533,"SUPPL",33,"Null",0,
18533,"SUPPL",35,"Null",0,
18533,"SUPPL",36,"Null",0,
18533,"SUPPL",37,"Null",0,
18533,"SUPPL",38,"Null",0,
18533,"SUPPL",39,"Null",0,
18533,"SUPPL",40,"Null",0,
18533,"SUPPL",41,"Null",0,
18536,"SUPPL",1,"Null",0,
18536,"SUPPL",2,"Null",0,
18537,"ORIG",1,"Null",0,
18537,"SUPPL",1,"Null",0,
18537,"SUPPL",2,"Null",0,
18537,"SUPPL",3,"Null",0,
18537,"SUPPL",4,"Null",0,
18537,"SUPPL",5,"Null",0,
18537,"SUPPL",7,"Null",0,
18537,"SUPPL",8,"Null",0,
18537,"SUPPL",9,"Null",0,
18537,"SUPPL",10,"Null",0,
18537,"SUPPL",11,"Null",0,
18537,"SUPPL",12,"Null",0,
18537,"SUPPL",13,"Null",0,
18537,"SUPPL",15,"Null",0,
18537,"SUPPL",16,"Null",0,
18538,"SUPPL",1,"Null",0,
18538,"SUPPL",2,"Null",0,
18538,"SUPPL",3,"Null",0,
18538,"SUPPL",4,"Null",0,
18538,"SUPPL",5,"Null",0,
18538,"SUPPL",7,"Null",0,
18538,"SUPPL",8,"Null",0,
18538,"SUPPL",9,"Null",0,
18538,"SUPPL",10,"Null",0,
18538,"SUPPL",11,"Null",0,
18538,"SUPPL",12,"Null",0,
18538,"SUPPL",13,"Null",0,
18538,"SUPPL",15,"Null",0,
18538,"SUPPL",18,"Null",0,
18538,"SUPPL",22,"Null",0,
18538,"SUPPL",23,"Null",0,
18538,"SUPPL",24,"Null",0,
18538,"SUPPL",25,"Null",0,
18538,"SUPPL",27,"Null",0,
18538,"SUPPL",28,"Null",6,
18538,"SUPPL",28,"Null",7,
18538,"SUPPL",28,"Null",15,
18548,"SUPPL",1,"Null",0,
18548,"SUPPL",2,"Null",0,
18548,"SUPPL",3,"Null",0,
18548,"SUPPL",6,"Null",0,
18548,"SUPPL",7,"Null",0,
18550,"ORIG",1,"Null",0,
18550,"SUPPL",3,"Null",0,
18550,"SUPPL",4,"Null",0,
18553,"SUPPL",2,"Null",0,
18553,"SUPPL",4,"Null",0,
18553,"SUPPL",5,"Null",0,
18553,"SUPPL",9,"Null",0,
18553,"SUPPL",10,"Null",0,
18553,"SUPPL",11,"Null",0,
18553,"SUPPL",12,"Null",0,
18553,"SUPPL",15,"Null",0,
18553,"SUPPL",16,"Null",0,
18553,"SUPPL",17,"Null",0,
18553,"SUPPL",18,"Null",0,
18553,"SUPPL",19,"Null",0,
18553,"SUPPL",20,"Null",0,
18553,"SUPPL",21,"Null",0,
18553,"SUPPL",22,"Null",0,
18553,"SUPPL",23,"Null",0,
18553,"SUPPL",24,"Null",0,
18553,"SUPPL",25,"Null",0,
18553,"SUPPL",28,"Null",0,
18553,"SUPPL",37,"Null",6,
18553,"SUPPL",37,"Null",7,
18553,"SUPPL",38,"Null",0,
18553,"SUPPL",39,"Null",0,
18554,"ORIG",1,"Null",0,
18554,"SUPPL",1,"Null",0,
18554,"SUPPL",2,"Null",0,
18554,"SUPPL",3,"Null",0,
18554,"SUPPL",4,"Null",0,
18554,"SUPPL",5,"Null",0,
18554,"SUPPL",8,"Null",0,
18554,"SUPPL",9,"Null",0,
18554,"SUPPL",10,"Null",0,
18554,"SUPPL",11,"Null",0,
18554,"SUPPL",12,"Null",0,
18554,"SUPPL",13,"Null",0,
18554,"SUPPL",14,"Null",0,
18554,"SUPPL",15,"Null",0,
18554,"SUPPL",16,"Null",0,
18554,"SUPPL",17,"Null",0,
18554,"SUPPL",18,"Null",0,
18554,"SUPPL",19,"Null",0,
18554,"SUPPL",20,"Null",0,
18554,"SUPPL",21,"Null",0,
18554,"SUPPL",22,"Null",0,
18554,"SUPPL",23,"Null",0,
18557,"ORIG",1,"Null",0,
18557,"SUPPL",2,"Null",0,
18557,"SUPPL",3,"Null",0,
18557,"SUPPL",5,"Null",0,
18557,"SUPPL",6,"Null",0,
18557,"SUPPL",7,"Null",0,
18557,"SUPPL",8,"Null",0,
18557,"SUPPL",9,"Null",0,
18557,"SUPPL",10,"Null",0,
18557,"SUPPL",11,"Null",0,
18557,"SUPPL",12,"Null",0,
18557,"SUPPL",13,"Null",0,
18557,"SUPPL",14,"Null",0,
18557,"SUPPL",15,"Null",0,
18557,"SUPPL",16,"Null",0,
18558,"SUPPL",9,"Null",0,
18558,"SUPPL",10,"Null",0,
18558,"SUPPL",11,"Null",0,
18558,"SUPPL",12,"Null",0,
18558,"SUPPL",13,"Null",0,
18558,"SUPPL",14,"Null",0,
18558,"SUPPL",21,"Null",6,
18558,"SUPPL",21,"Null",7,
18558,"SUPPL",21,"Null",15,
18558,"SUPPL",21,"Null",17,
18558,"SUPPL",21,"Null",19,
18558,"SUPPL",22,"Null",7,
18558,"SUPPL",22,"Null",15,
18558,"SUPPL",24,"Null",0,
18558,"SUPPL",26,"Null",6,
18558,"SUPPL",26,"Null",7,
18558,"SUPPL",26,"Null",15,
18558,"SUPPL",26,"Null",31,
18561,"SUPPL",1,"Null",0,
18561,"SUPPL",2,"Null",0,
18561,"SUPPL",3,"Null",0,
18561,"SUPPL",4,"Null",0,
18561,"SUPPL",6,"Null",0,
18561,"SUPPL",7,"Null",0,
18561,"SUPPL",8,"Null",0,
18561,"SUPPL",9,"Null",0,
18561,"SUPPL",10,"Null",0,
18561,"SUPPL",11,"Null",0,
18561,"SUPPL",13,"Null",0,
18561,"SUPPL",14,"Null",0,
18561,"SUPPL",15,"Null",0,
18561,"SUPPL",16,"Null",0,
18561,"SUPPL",17,"Null",0,
18561,"SUPPL",18,"Null",0,
18561,"SUPPL",19,"Null",0,
18561,"SUPPL",22,"Null",0,
18561,"SUPPL",23,"Null",0,
18561,"SUPPL",24,"Null",0,
18561,"SUPPL",25,"Null",0,
18561,"SUPPL",26,"Null",0,
18561,"SUPPL",28,"Null",0,
18561,"SUPPL",30,"Null",0,
18561,"SUPPL",31,"Null",0,
18561,"SUPPL",32,"Null",0,
18561,"SUPPL",33,"Null",0,
18561,"SUPPL",34,"Null",0,
18561,"SUPPL",36,"Null",0,
18561,"SUPPL",37,"Null",0,
18561,"SUPPL",41,"Null",0,
18561,"SUPPL",57,"Null",6,
18561,"SUPPL",57,"Null",7,
18561,"SUPPL",57,"Null",15,
18561,"SUPPL",57,"Null",31,
18561,"SUPPL",60,"Null",6,
18561,"SUPPL",60,"Null",7,
18561,"SUPPL",60,"Null",15,
18561,"SUPPL",60,"Null",31,
18562,"SUPPL",1,"Null",0,
18562,"SUPPL",2,"Null",0,
18562,"SUPPL",3,"Null",0,
18562,"SUPPL",4,"Null",0,
18562,"SUPPL",6,"Null",0,
18562,"SUPPL",7,"Null",0,
18562,"SUPPL",8,"Null",0,
18562,"SUPPL",9,"Null",0,
18562,"SUPPL",10,"Null",0,
18562,"SUPPL",11,"Null",0,
18562,"SUPPL",13,"Null",0,
18562,"SUPPL",14,"Null",0,
18562,"SUPPL",15,"Null",0,
18562,"SUPPL",16,"Null",0,
18562,"SUPPL",17,"Null",0,
18562,"SUPPL",18,"Null",0,
18562,"SUPPL",19,"Null",0,
18562,"SUPPL",22,"Null",0,
18562,"SUPPL",23,"Null",0,
18562,"SUPPL",24,"Null",0,
18562,"SUPPL",25,"Null",0,
18562,"SUPPL",26,"Null",0,
18562,"SUPPL",28,"Null",0,
18562,"SUPPL",30,"Null",0,
18562,"SUPPL",31,"Null",0,
18562,"SUPPL",32,"Null",0,
18562,"SUPPL",33,"Null",0,
18562,"SUPPL",34,"Null",0,
18562,"SUPPL",36,"Null",0,
18562,"SUPPL",37,"Null",0,
18562,"SUPPL",40,"Null",0,
18562,"SUPPL",56,"Null",6,
18562,"SUPPL",56,"Null",7,
18562,"SUPPL",56,"Null",15,
18562,"SUPPL",56,"Null",31,
18562,"SUPPL",59,"Null",6,
18562,"SUPPL",59,"Null",7,
18562,"SUPPL",59,"Null",15,
18562,"SUPPL",59,"Null",31,
18563,"SUPPL",1,"Null",0,
18563,"SUPPL",2,"Null",0,
18563,"SUPPL",3,"Null",0,
18563,"SUPPL",4,"Null",0,
18563,"SUPPL",6,"Null",0,
18563,"SUPPL",7,"Null",0,
18563,"SUPPL",8,"Null",0,
18563,"SUPPL",9,"Null",0,
18563,"SUPPL",10,"Null",0,
18563,"SUPPL",11,"Null",0,
18563,"SUPPL",13,"Null",0,
18563,"SUPPL",14,"Null",0,
18563,"SUPPL",15,"Null",0,
18563,"SUPPL",16,"Null",0,
18563,"SUPPL",17,"Null",0,
18563,"SUPPL",18,"Null",0,
18563,"SUPPL",19,"Null",0,
18563,"SUPPL",22,"Null",0,
18563,"SUPPL",23,"Null",0,
18563,"SUPPL",24,"Null",0,
18563,"SUPPL",25,"Null",0,
18563,"SUPPL",26,"Null",0,
18563,"SUPPL",28,"Null",0,
18563,"SUPPL",30,"Null",0,
18563,"SUPPL",31,"Null",0,
18563,"SUPPL",32,"Null",0,
18563,"SUPPL",33,"Null",0,
18563,"SUPPL",34,"Null",0,
18563,"SUPPL",36,"Null",0,
18563,"SUPPL",37,"Null",0,
18563,"SUPPL",41,"Null",0,
18563,"SUPPL",57,"Null",6,
18563,"SUPPL",57,"Null",7,
18563,"SUPPL",57,"Null",15,
18563,"SUPPL",57,"Null",31,
18563,"SUPPL",60,"Null",6,
18563,"SUPPL",60,"Null",7,
18563,"SUPPL",60,"Null",15,
18563,"SUPPL",60,"Null",31,
18564,"SUPPL",1,"Null",0,
18564,"SUPPL",2,"Null",0,
18564,"SUPPL",3,"Null",0,
18564,"SUPPL",4,"Null",0,
18564,"SUPPL",6,"Null",0,
18564,"SUPPL",7,"Null",0,
18564,"SUPPL",8,"Null",0,
18564,"SUPPL",9,"Null",0,
18564,"SUPPL",10,"Null",0,
18564,"SUPPL",11,"Null",0,
18564,"SUPPL",13,"Null",0,
18564,"SUPPL",14,"Null",0,
18564,"SUPPL",15,"Null",0,
18564,"SUPPL",16,"Null",0,
18564,"SUPPL",17,"Null",0,
18564,"SUPPL",18,"Null",0,
18564,"SUPPL",19,"Null",0,
18564,"SUPPL",22,"Null",0,
18564,"SUPPL",23,"Null",0,
18564,"SUPPL",24,"Null",0,
18564,"SUPPL",25,"Null",0,
18564,"SUPPL",26,"Null",0,
18564,"SUPPL",28,"Null",0,
18564,"SUPPL",30,"Null",0,
18564,"SUPPL",31,"Null",0,
18564,"SUPPL",32,"Null",0,
18564,"SUPPL",33,"Null",0,
18564,"SUPPL",34,"Null",0,
18564,"SUPPL",36,"Null",0,
18564,"SUPPL",37,"Null",0,
18564,"SUPPL",40,"Null",0,
18564,"SUPPL",59,"Null",6,
18564,"SUPPL",59,"Null",7,
18564,"SUPPL",59,"Null",15,
18564,"SUPPL",59,"Null",31,
18564,"SUPPL",62,"Null",6,
18564,"SUPPL",62,"Null",7,
18564,"SUPPL",62,"Null",15,
18564,"SUPPL",62,"Null",31,
18565,"ORIG",1,"Orphan",5,
18565,"SUPPL",2,"Null",14,
18565,"SUPPL",6,"Null",14,
18565,"SUPPL",7,"Null",14,
18565,"SUPPL",8,"Null",14,
18565,"SUPPL",20,"Null",6,
18565,"SUPPL",20,"Null",7,
18565,"SUPPL",20,"Null",31,
18565,"SUPPL",21,"Null",14,
18565,"SUPPL",22,"Null",6,
18565,"SUPPL",22,"Null",7,
18565,"SUPPL",22,"Null",15,
18565,"SUPPL",22,"Null",31,
18569,"SUPPL",21,"Null",0,
18569,"SUPPL",23,"Null",0,
18569,"SUPPL",24,"Null",0,
18569,"SUPPL",25,"Null",0,
18569,"SUPPL",27,"Null",0,
18569,"SUPPL",28,"Null",0,
18569,"SUPPL",29,"Null",0,
18569,"SUPPL",30,"Null",0,
18569,"SUPPL",32,"Null",0,
18569,"SUPPL",33,"Null",0,
18569,"SUPPL",34,"Null",0,
18569,"SUPPL",41,"Null",0,
18569,"SUPPL",42,"Null",0,
18569,"SUPPL",43,"Null",0,
18569,"SUPPL",44,"Null",0,
18569,"SUPPL",45,"Null",0,
18569,"SUPPL",47,"Null",0,
18569,"SUPPL",48,"Null",0,
18569,"SUPPL",49,"Null",0,
18569,"SUPPL",50,"Null",0,
18569,"SUPPL",51,"Null",0,
18569,"SUPPL",52,"Null",0,
18569,"SUPPL",61,"Null",15,
18569,"SUPPL",62,"Null",0,
18569,"SUPPL",63,"Null",6,
18569,"SUPPL",63,"Null",7,
18569,"SUPPL",63,"Null",15,
18569,"SUPPL",63,"Null",31,
18571,"SUPPL",1,"Null",0,
18571,"SUPPL",3,"Null",0,
18571,"SUPPL",6,"Null",0,
18571,"SUPPL",7,"Null",0,
18571,"SUPPL",8,"Null",0,
18571,"SUPPL",9,"Null",0,
18571,"SUPPL",11,"Null",0,
18571,"SUPPL",12,"Null",0,
18571,"SUPPL",13,"Null",0,
18571,"SUPPL",14,"Null",0,
18571,"SUPPL",16,"Null",0,
18571,"SUPPL",17,"Null",0,
18571,"SUPPL",23,"Null",6,
18571,"SUPPL",23,"Null",7,
18578,"SUPPL",1,"Null",0,
18578,"SUPPL",2,"Null",0,
18578,"SUPPL",4,"Null",0,
18578,"SUPPL",7,"Null",0,
18578,"SUPPL",8,"Null",0,
18578,"SUPPL",9,"Null",0,
18578,"SUPPL",11,"Null",0,
18578,"SUPPL",12,"Null",0,
18578,"SUPPL",13,"Null",0,
18578,"SUPPL",16,"Null",0,
18579,"SUPPL",4,"Null",0,
18579,"SUPPL",7,"Null",0,
18579,"SUPPL",8,"Null",0,
18579,"SUPPL",9,"Null",0,
18579,"SUPPL",12,"Null",0,
18579,"SUPPL",14,"Null",0,
18579,"SUPPL",15,"Null",0,
18579,"SUPPL",17,"Null",0,
18579,"SUPPL",18,"Null",0,
18579,"SUPPL",19,"Null",0,
18579,"SUPPL",20,"Null",0,
18579,"SUPPL",21,"Null",0,
18579,"SUPPL",23,"Null",0,
18579,"SUPPL",29,"Null",15,
18579,"SUPPL",30,"Null",0,
18581,"ORIG",1,"Null",0,
18581,"SUPPL",5,"Null",0,
18581,"SUPPL",6,"Null",0,
18581,"SUPPL",7,"Null",0,
18581,"SUPPL",10,"Null",0,
18581,"SUPPL",11,"Null",0,
18581,"SUPPL",13,"Null",0,
18581,"SUPPL",15,"Null",0,
18581,"SUPPL",16,"Null",0,
18581,"SUPPL",17,"Null",0,
18581,"SUPPL",20,"Null",0,
18582,"SUPPL",1,"Null",0,
18582,"SUPPL",2,"Null",0,
18582,"SUPPL",3,"Null",0,
18582,"SUPPL",4,"Null",0,
18582,"SUPPL",6,"Null",0,
18582,"SUPPL",8,"Null",0,
18582,"SUPPL",10,"Null",0,
18582,"SUPPL",14,"Null",0,
18582,"SUPPL",20,"Null",0,
18582,"SUPPL",21,"Null",0,
18582,"SUPPL",22,"Null",0,
18582,"SUPPL",23,"Null",0,
18582,"SUPPL",24,"Null",0,
18582,"SUPPL",26,"Null",0,
18582,"SUPPL",27,"Null",0,
18582,"SUPPL",28,"Null",0,
18582,"SUPPL",29,"Null",0,
18582,"SUPPL",30,"Null",0,
18582,"SUPPL",31,"Null",0,
18582,"SUPPL",42,"Null",0,
18582,"SUPPL",47,"Null",0,
18584,"ORIG",1,"Null",0,
18584,"SUPPL",1,"Null",0,
18584,"SUPPL",2,"Null",0,
